"","sp","slopeLong","slopeShort","Nbegin","Nmed","Nend","NbeginS","NmedS","NendS","NbeginA","NmedA","NendA","sphen_begin","sphen_med","sphen_end","aphen_begin","aphen_med","aphen_end","Ntotal"
"208","LUSMEG",-100,NA,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,NA,NA,NA,NA,NA,NA,7
"209","LUSSVE",-66,-40,21.6860241667517,12.2727272727273,7.33333333333333,18.8786306830424,9.72727272727273,6.47619047619048,2.80739348370927,2.54545454545455,0.857142857142857,136,136,136,NA,NA,NA,850
"210","TARCYA",Inf,Inf,0,0,0.285714285714286,0,0,0,0,0,0.285714285714286,NA,NA,NA,NA,NA,NA,2
"211","PHOOCH",139,-19,0.955648926237161,2.81818181818182,2.28571428571429,0.858029878618114,1.90909090909091,1.71428571428571,0.0976190476190476,0.909090909090909,0.428571428571429,NA,NA,NA,NA,NA,NA,98
"212","PHOPHO",-25,-2,143.515008061254,108.836363636364,107.095238095238,68.924931153298,65.8272727272727,72.8809523809524,73.5388864317657,42.9090909090909,32.9285714285714,135,128,130,249,249,245,4513
"213","SAXTRA",-70,-63,63.3955478345184,52.6363636363636,19.2142857142857,25.6969834087481,19.5454545454545,9.21428571428571,37.6985644257703,33.0909090909091,10,136,134,132,234,234,233,5146
"214","SAXMAU",NA,-100,0,0.545454545454545,0,0,0.545454545454545,0,0,0,0,NA,NA,NA,NA,NA,NA,6
"215","SAXOLA",100,Inf,0.0714285714285714,0,0.142857142857143,0.0714285714285714,0,0.142857142857143,0,0,0,NA,NA,NA,NA,NA,NA,2
"216","OENOEN",-54,-27,294.340529302139,182.910101010101,133.97619047619,134.389735509588,98.1727272727273,79.9761904761905,118.702777919535,57.5636363636364,45.2857142857143,125,121,117,239,249,253,8680
"217","OENPLE",-100,NA,0.0476190476190476,0,0,0,0,0,0.0476190476190476,0,0,NA,NA,NA,NA,NA,NA,1
"218","TURTOR",162,86,1.22910216718266,1.72727272727273,3.21428571428571,0.845768833849329,1.18181818181818,2.5,0.383333333333333,0.545454545454545,0.714285714285714,NA,NA,NA,NA,NA,NA,63
"219","TURMER",9,0,892.196624002932,965.759812409812,969.390476190476,473.729496604187,485.663636363636,462.690476190476,243.995900831195,284.563636363636,318.47619047619,99,97,94,292,293,294,31512
"220","TUREUN",-100,NA,0.0476190476190476,0,0,0,0,0,0.0476190476190476,0,0,NA,NA,NA,NA,NA,NA,1
"221","TURATR",Inf,57,0,0.0909090909090909,0.142857142857143,0,0,0,0,0.0909090909090909,0.142857142857143,NA,NA,NA,NA,NA,NA,2
"222","TURPIL",28,-35,15060.5155314757,29635.7075036075,19278.6285714286,2632.83468192454,3136.67272727273,2346.78571428571,9888.59157012149,17652.8,14159.0476190476,109,95,105,298,300,297,680843
"223","TURPHI",-28,5,840.530047287594,578.225252525252,609.190476190476,446.628150723545,259.572727272727,252.809523809524,375.672614081825,313.290909090909,329.380952380952,113,109,108,274,273,271,28843
"224","TURILI",-62,-13,6420.0877360127,2825.62828282828,2448.40476190476,5844.29056305322,2302.36363636364,2186.2380952381,540.483864943966,494.481818181818,256.928571428571,110,99,106,286,296,291,159145
"225","TURVIS",106,10,689.637214484002,1292.76338383838,1422.2380952381,121.204821782105,172.4,214.190476190476,566.61682314074,1116.64545454545,1201.92857142857,103,97,95,278,275,281,38000
"226","LOCNAE",16,-3,1.59631483497583,1.90909090909091,1.85714285714286,0.870930295195001,1.27272727272727,1.42857142857143,0.725384539780825,0.636363636363636,0.428571428571429,NA,NA,NA,NA,NA,NA,61
"227","LOCFLU",76,153,0.811236802413273,0.565656565656566,1.42857142857143,0.532175177763413,0.272727272727273,1.42857142857143,0.15406162464986,0,0,NA,NA,NA,NA,NA,NA,28
"228","IDUCAL",Inf,57,0,0.272727272727273,0.428571428571429,0,0.272727272727273,0.428571428571429,0,0,0,NA,NA,NA,NA,NA,NA,6
"229","HIPICT",13,44,162.109461530901,127.362626262626,182.857142857143,46.1964474251239,55.7090909090909,70.4285714285714,64.327299820063,29.0090909090909,52,156,154,154,209,211,212,5321
"230","ACRSCH",-65,-46,29.5821440384521,19.2292929292929,10.3095238095238,9.28428320045967,6.19090909090909,7.45238095238095,19.4411148062464,12.6363636363636,2.85714285714286,148,147,140,234,240,246,2031
"231","ACRAGR",NA,-100,0,0.181818181818182,0,0,0,0,0,0.181818181818182,0,NA,NA,NA,NA,NA,NA,2
"232","ACRDUM",23,160,10.0091530201824,4.71818181818182,12.2857142857143,3.56117126337715,3.78181818181818,9,4.14758493140846,0.181818181818182,1,156,154,148,NA,NA,NA,351
"233","ACRRIS",-34,-11,24.463850897984,18.1272727272727,16.1428571428571,11.3191104646987,8.8,9.57142857142857,4.55386741741231,3.4,0.285714285714286,159,157,155,NA,NA,NA,983
"234","ACRSCI",-52,-42,18.1266499109765,15.089898989899,8.71428571428571,8.51036773683833,9.34545454545455,5.42857142857143,4.37977423763027,2.90909090909091,1.28571428571429,154,153,148,210,233,213,1592
"235","ACRARU",52,5,0.188034188034188,0.272727272727273,0.285714285714286,0.0769230769230769,0.181818181818182,0.285714285714286,0,0,0,NA,NA,NA,NA,NA,NA,7
"236","SYLCAN",Inf,371,0,0.0909090909090909,0.428571428571429,0,0.0909090909090909,0.428571428571429,0,0,0,NA,NA,NA,NA,NA,NA,4
"237","SYLNAN",Inf,214,0,0.0909090909090909,0.285714285714286,0,0,0,0,0.0909090909090909,0.285714285714286,NA,NA,NA,NA,NA,NA,3
"238","SYLNIS",-78,283,62.546587575651,3.62020202020202,13.8571428571429,10.6599188393306,2.03636363636364,4,28.514843339495,0.818181818181818,4.71428571428571,162,160,160,NA,NA,NA,902
"239","SYLCUR",17,-12,586.361520836405,782.671717171717,686.595238095238,218.878735725059,342.136363636364,316.261904761905,281.492308920869,319.790909090909,299.333333333333,145,144,140,224,223,225,22868
"240","SYLCOM",-32,-25,553.79171859702,504.00101010101,377.071428571429,187.672603785104,192.763636363636,170.357142857143,171.952051319853,160.263636363636,103.285714285714,156,152,148,214,212,213,15701
"241","SYLBOR",-60,-1,431.632917890503,176.318181818182,174.309523809524,75.7703197945845,62.3181818181818,60.1666666666667,310.959423492744,91.5181818181818,85.8571428571429,156,151,151,237,236,237,10965
"242","SYLATR",28,63,112.489540993063,88.6272727272727,144.404761904762,24.8174639086404,33.1727272727273,61.5714285714286,80.204616766962,42.4181818181818,63.6904761904762,150,145,141,254,254,253,4382
"243","PHYDES",115,255,6.10429694144864,3.7040404040404,13.1428571428571,3.025465057818,2.47272727272727,10.2857142857143,1.67645093124969,0.454545454545455,1.14285714285714,153,147,150,NA,NA,NA,214
"244","PHYBOR",-100,NA,0.0476190476190476,0,0,0,0,0,0.0476190476190476,0,0,NA,NA,NA,NA,NA,NA,1
"245","PHYPRO",-78,-87,1.30952380952381,2.18181818181818,0.285714285714286,0,0,0,1.30952380952381,2.09090909090909,0.285714285714286,NA,NA,NA,NA,NA,NA,51
"246","PHYINO",314,207,1.1452380952381,1.54545454545455,4.73809523809524,0,0,0,1.1452380952381,1.54545454545455,4.73809523809524,NA,NA,NA,278,269,264,74
"247","PHYHUM",Inf,-48,0,0.272727272727273,0.142857142857143,0,0,0,0,0.272727272727273,0.142857142857143,NA,NA,NA,NA,NA,NA,4
"248","PHYSCH",-100,NA,0.0952380952380952,0,0,0,0,0,0.0952380952380952,0,0,NA,NA,NA,NA,NA,NA,2
"249","PHYFUS",20,214,0.238095238095238,0.0909090909090909,0.285714285714286,0,0,0,0.238095238095238,0.0909090909090909,0.285714285714286,NA,NA,NA,NA,NA,NA,8
"250","PHYBON",Inf,-84,0,0.885858585858586,0.142857142857143,0,0,0,0,0,0.142857142857143,NA,NA,NA,NA,NA,NA,10
"251","PHYSIB",-61,0,95.6780104484439,36.8040404040404,36.9047619047619,13.8722159376571,4.36363636363636,7.61904761904762,78.7498421298344,31.1909090909091,28,140,136,133,227,226,226,2430
"252","PHYCOL",57,81,125.242321773514,108.317171717172,196.571428571429,48.1083743956422,40.8181818181818,58.4047619047619,75.2176775366017,66.3636363636364,136.02380952381,129,125,129,274,274,276,5355
"253","PHYLUS",-51,-24,2392.58628911079,1522.3202020202,1163.07142857143,716.230238917429,458.772727272727,405.880952380952,1519.79295495526,948.109090909091,674.47619047619,145,143,139,235,235,236,65842
"254","REGREG",-2,-9,2142.07815754937,2314.00588023088,2104.97619047619,309.734384122929,172.690909090909,229.214285714286,1799.30012263279,2112.18181818182,1869.02380952381,98,99,99,279,279,275,89545
"255","REGIGN",NA,-100,0,0.0909090909090909,0,0,0.0909090909090909,0,0,0,0,NA,NA,NA,NA,NA,NA,1
"256","MUSSTR",4,12,495.565561481003,462.576767676768,516.571428571429,121.83341682827,131.027272727273,120.142857142857,311.167065287654,283.418181818182,356,150,151,145,240,237,238,17857
"257","FICPAR",102,41,14.3700960546162,20.5545454545455,29.047619047619,4.09950351935646,3.27272727272727,8.88095238095238,9.47059253525972,17.0909090909091,19.7380952380952,146,144,137,254,256,254,840
"258","FICALB",155,1000,0.392054655870445,0.0909090909090909,1,0.339423076923077,0.0909090909090909,1,0.0526315789473684,0,0,NA,NA,NA,NA,NA,NA,12
"259","FICHYP",-16,31,190.695359864594,122.261616161616,159.738095238095,64.460104068618,49.4363636363636,68.8809523809524,109.835255795976,69.6363636363636,83.1428571428571,141,139,138,229,229,228,6365
"260","PANBIA",41,-18,2.87210550887021,4.90909090909091,4.04761904761905,0.336601307189543,0.363636363636364,0.428571428571429,2.53550420168067,4.54545454545455,3.61904761904762,NA,NA,NA,296,293,280,133
"261","AEGCAU",150,-53,1518.21372698509,8115.71818181818,3793.92857142857,9.65677835236659,0.754545454545455,4.09523809523809,1499.81488514066,8109.27272727273,3783.2619047619,NA,NA,NA,292,287,298,147075
"262","CYACAE",32,1,15806.933382755,20590.9467171717,20842.3571428571,382.370655526964,737.509090909091,1036.92857142857,15068.621246405,18982.8727272727,18978.3095238095,99,96,95,279,277,282,685675
"263","PARMAJ",-5,-47,13186.9702263981,23721.5527777778,12524.4047619048,594.204219086727,1128.6,935.690476190476,11856.7958203905,20628.6454545455,10419.0476190476,93,93,89,279,278,286,596315
"264","PERATE",-55,-56,8873.06442284496,8959.52398989899,3954.18571428571,3.46048385309221,6.90909090909091,9.40476190476191,8866.74838343631,8948.27272727273,3918.69047619048,96,112,80,272,267,271,312231
"265","LOPCRI",-26,-52,64.8576075154636,99.4989898989899,47.8571428571429,8.77763987818167,6.92727272727273,4.11904761904762,34.8830659278802,68.2909090909091,36,97,91,91,262,273,260,4740
"266","POEPAL",Inf,Inf,0,0,0.738095238095238,0,0,0,0,0,0.738095238095238,NA,NA,NA,NA,NA,NA,5
"267","POEMON",-65,-68,1505.46494218716,1603.48445165945,519.9,8.90563908485735,8.93636363636364,4.59523809523809,1466.12021580071,1559.27272727273,487.357142857143,82,78,71,277,271,272,52817
"268","POECIN",-95,-84,2.95168067226891,0.909090909090909,0.142857142857143,0.0588235294117647,0,0,2.89285714285714,0.909090909090909,0.142857142857143,NA,NA,NA,NA,NA,NA,72
"269","SITEUR",-44,81,43.1794945250828,13.4545454545455,24.2857142857143,0.350490196078431,0.0909090909090909,0.428571428571429,42.8290043290043,13.3636363636364,23.8571428571429,NA,NA,NA,285,278,284,1219
"270","CERFAM",13,-16,161.328303804039,216.679292929293,182.761904761905,21.8809602162543,27.0363636363636,14.547619047619,129.997460301137,180.672727272727,165.880952380952,100,107,101,283,287,286,10051
"271","REMPEN",5243,1629,0.117647058823529,0.363636363636364,6.28571428571429,0.117647058823529,0.181818181818182,0.571428571428571,0,0.181818181818182,5.71428571428571,NA,NA,NA,NA,NA,NA,50
"272","ORIORI",-20,38,4.64699668666387,2.68585858585859,3.71428571428571,1.58225149033973,1.55454545454545,3.14285714285714,1.85839598997494,0.727272727272727,0.142857142857143,150,154,155,NA,NA,NA,125
"273","LANCOL",-56,-33,149.639557935185,98.8313131313131,66.4523809523809,40.2960353372118,31.8818181818182,30.3095238095238,89.2121733916238,49.2545454545455,25.5714285714286,153,152,151,218,218,223,5277
"274","LANMIN",-100,NA,0.135746606334842,0,0,0.135746606334842,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2
"275","LANEXC",-2,-27,33.1330085892779,44.9130591630592,32.5952380952381,3.5229945836757,3.63636363636364,4.66666666666667,26.6147759103641,39.7272727272727,26.3571428571429,93,104,95,282,277,280,1380
"276","LANSEN",-100,NA,0.0666666666666667,0,0,0.0666666666666667,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1
"277","GARGLA",70,-51,490.109004884005,1712,831.5,0.937576312576313,3.36363636363636,1,489.171428571429,1708.63636363636,830.214285714286,NA,NA,NA,279,274,274,34801
"278","PICPIC",-47,-48,91.0619144013881,92.4707070707071,48.5238095238095,24.3135316352035,25.2545454545455,11.7857142857143,62.1555256233275,59.7909090909091,36.1666666666667,93,88,93,295,281,287,2992
"279","NUCCAR",-68,-36,863.882043622872,428.909090909091,273.095238095238,0,0,0,863.882043622872,428.636363636364,273.095238095238,NA,NA,NA,242,252,260,24054
"280","CORMON",361,34,2979.08253186442,10225.6926767677,13734.9523809524,1123.14764276401,1462.90909090909,1599.90476190476,1803.09395413668,8718.96363636364,12068.880952381,107,102,112,285,285,285,261920
"281","CORFRU",-88,-64,266.468842088424,88.7929292929293,31.8809523809524,236.55756757862,75.2090909090909,28.7380952380952,27.4745098039216,12.8181818181818,2.57142857142857,102,98,104,294,292,287,5313
"282","CORNIX",-34,-33,7165.98050707462,7021.52691197691,4699.63333333333,1665.83325710237,1805.84545454545,1328.2380952381,4665.07952749864,4182.90909090909,2775.59523809524,101,84,92,286,286,284,228175
"283","CORRAX",118,1,606.696841123273,1309.22492784993,1319.79047619048,212.929156503112,409.454545454545,419.071428571429,235.273188103606,637.518181818182,661.571428571429,103,67,61,294,287,280,30877
"284","STUVUL",-47,-29,11442.981007387,8462.60043290043,6012.64285714286,2774.89813371183,1694.86363636364,1481.45238095238,8666.66620700851,6754.18282828283,4527.5,105,99,100,285,227,230,338510
"285","PASROS",171,57,0.0526315789473684,0.0909090909090909,0.142857142857143,0,0,0.142857142857143,0.0526315789473684,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,3
"286","PASDOM",-94,-86,446.401828237122,200.210101010101,27.3095238095238,4.62757948106245,2.54545454545455,1.28571428571429,440.809335483058,196.656565656566,25.8809523809524,115,106,117,266,228,227,11160
"287","PASMON",5850,438,25.4320425876153,281.467676767677,1513.16666666667,2.28412636984618,4.81818181818182,16.452380952381,23.0812495511025,276.367676767677,1496,130,120,104,287,282,283,14467
"288","FRICOE",-10,-26,94833.9171328457,115168.018939394,85468.3571428571,21380.5169999634,15287.4272727273,12917.5714285714,71919.0144248811,98879.8909090909,71154.1666666667,113,107,110,267,264,262,3720050
"289","FRIMON",-57,-55,12823.4534208052,12326.7367243867,5489.71428571429,458.61982478306,396,359.095238095238,12362.1296277682,11918.6363636364,5066.07142857143,116,112,110,278,277,279,440231
"290","SERSER",177,112,1.77241794153559,2.31111111111111,4.9047619047619,1.37400524312289,2.12929292929293,4.61904761904762,0.198412698412698,0,0.285714285714286,140,128,129,NA,NA,NA,83
"291","CARCHL",-52,-68,13971.4754759602,20743.1048340548,6678.5,1348.43351180983,2102.07730880231,1002.5,11451.2364480978,16447.4181818182,5062.83333333333,99,95,95,289,290,288,516327
"292","CARCAR",131,18,221.695329983914,435.957828282828,513.02380952381,41.6178123948635,107.509090909091,97.4523809523809,176.455902276258,286.818181818182,409.261904761905,115,110,112,286,288,292,12629
"293","CARSPI",-22,-31,71010.8965205546,80256.4895743146,55192.519047619,1719.72398644098,1282.49090909091,1393.83333333333,68566.0968948836,77653.2575757576,52587.5476190476,114,102,134,268,269,268,2721900
"294","CARCAN",-23,-1,830.236140368919,649.430303030303,642.261904761905,246.147287589432,178.409090909091,172.452380952381,522.544079742067,427.072727272727,453.095238095238,107,103,104,283,283,282,26946
"295","CARRIS",598,-47,0.808806776299036,10.6636363636364,5.64285714285714,0.269030865934891,4.56363636363636,1.71428571428571,0.539775910364146,5.18181818181818,3.14285714285714,NA,NA,NA,NA,NA,NA,171
"296","CARMEA",36,-17,3525.01894308822,5766.23917748918,4801.69047619048,449.274772436885,2136.71818181818,206.595238095238,2355.32138192045,2370.64545454545,3835.07142857143,75,83,110,302,306,297,146677
"297","CARHOR",5,193,4.93968253968254,1.76565656565657,5.16666666666667,0.15,0.181818181818182,0.285714285714286,3.0952380952381,1,4.45238095238095,NA,NA,NA,328,310,305,112
"298","LOXLEU",132,355,27.282032050337,13.9181818181818,63.3571428571429,0.0769230769230769,0.0909090909090909,0.880952380952381,26.1981645289695,13.5454545454545,61.4761904761905,NA,NA,NA,266,225,264,1105
"299","LOXCUR",-26,-34,3948.52695003655,4411.72146464646,2929.64285714286,998.947295270089,177.990909090909,468.809523809524,1780.34343322656,2744.03939393939,1384.92857142857,145,140,142,248,226,245,125281
"300","LOXPYT",4,32,289.927230449289,227.653535353535,300.833333333333,19.7935761263161,22.1181818181818,27.7857142857143,252.305199607754,191.451515151515,252,109,124,99,266,278,290,9932
"301","CARERY",-33,-19,365.508909197957,304.770707070707,246.285714285714,190.367405551964,191.736363636364,175.428571428571,121.712932217421,71.4363636363636,42.1428571428571,148,146,143,224,222,218,10366
"302","PINENU",30,610,41.1628968253968,7.5199494949495,53.3809523809524,0.0625,0,0,12.6464285714286,3.81818181818182,51.8809523809524,NA,NA,NA,351,331,308,613
"303","PYRPYR",-16,-14,3464.69233284346,3392.24516594517,2917.38095238095,145.353897070422,89.6909090909091,22.6428571428571,3109.79856649199,3121.28080808081,2860.83333333333,75,86,100,298,297,295,119114
"304","COCCOC",52,-5,37.5081917523481,59.9757575757576,57,22.3670199167877,32.3636363636364,28.0952380952381,11.3831536282775,16.4545454545455,15.1904761904762,115,117,116,283,280,278,1679
"305","CALLAP",-76,-67,37.0691727175473,26.4545454545455,8.76190476190476,11.6723682062691,9.90909090909091,2.30952380952381,25.3968045112782,16.5454545454545,6.45238095238095,116,113,116,255,255,263,1179
"306","PLENIV",-70,-53,289.931102308424,186.20202020202,87.8571428571429,193.803866996437,130.763636363636,67.7619047619048,87.6780289627813,54.0909090909091,18.7619047619048,90,86,95,302,300,305,7345
"307","EMBCIT",-56,-16,2468.666208701,1275.26287878788,1074.12857142857,1003.44560274607,542.036363636364,557.166666666667,1417.98072141137,697.909090909091,362.547619047619,104,99,98,291,294,293,67040
"308","EMBHOR",-94,-63,67.9127895152663,10.9090909090909,4.04761904761905,25.5673714357538,5.36363636363636,1.76190476190476,42.0025609366554,5.54545454545455,2.28571428571429,136,126,132,237,232,236,1404
"309","EMBRUS",-87,-54,16.1725015782291,4.63636363636364,2.14285714285714,8.9611398405516,3.09090909090909,0.571428571428571,6.75739348370927,1.54545454545455,1.57142857142857,NA,NA,NA,257,263,265,343
"310","EMBPUS",-31,18,0.616666666666667,0.363636363636364,0.428571428571429,0.0666666666666667,0.181818181818182,0,0.55,0.181818181818182,0.428571428571429,NA,NA,NA,NA,NA,NA,19
"311","EMBAUR",-100,NA,0.0476190476190476,0,0,0,0,0,0.0476190476190476,0,0,NA,NA,NA,NA,NA,NA,1
"312","EMBSCH",-51,-44,501.397481113658,438.331313131313,244.785714285714,184.55398608959,140.909090909091,68.7142857142857,314.084084336716,295.554545454545,175.47619047619,105,102,106,272,275,278,19469
"313","EMBCAL",1843,Inf,0.0588235294117647,0,1.14285714285714,0.0588235294117647,0,0,0,0,1.14285714285714,NA,NA,NA,NA,NA,NA,9
"314","EMBELE",-100,NA,0.0526315789473684,0,0,0.0526315789473684,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1
